alumno,media_1E,media_2E,media_3E,media_4E,media_1B,media_2B
1816,6.45,7.4,7.55,8.7,,
1817,6.75,7.2,6.55,6.8,,
1818,4.1,3.73,4.36,,,
1819,7.7,7.2,6.91,6.9,,
1820,8.05,8.45,8.36,7.9,,
1821,8.15,8.6,7.82,6.7,,
1822,5.45,5.33,4.36,,,
1823,6.5,7.1,8.27,8.7,,
1824,9.15,8.65,7.91,7.7,,
1825,5.2,2.57,,,,
1826,5.35,6.05,6.73,,,
1827,6.95,6.7,6.27,5.9,,
1828,6.45,5.05,4.45,2.4,,
1829,6.15,5.1,5.33,,,
1830,7.45,7.75,7.36,7.6,,
1831,4.4,,,,,
1832,6.8,5.95,5.73,6.4,,
1833,7.3,6.95,6.82,6.8,,
1834,8.85,9.25,8.09,8.5,,
1835,7.4,7.25,7.18,7.3,,
1836,4.9,5.81,2.55,,,
1837,6.05,7.4,7.18,6.7,,
1838,7.35,6.45,6.09,5.7,,
1839,7.2,6.95,6.45,6.3,,
1840,5.7,4.95,3.55,,,
1841,6.95,7.4,6.27,5.7,,
1842,5.6,7.2,5.18,5.8,,
1843,6.35,6.3,5.91,,,
1844,6.4,5.65,5.0,5.4,,
1845,5.9,5.9,4.55,4.8,,
1846,6.55,6.25,6.36,6.4,,
1847,6.2,6.35,5.45,6.1,,
1848,5.6,4.4,2.09,,,
1849,7.2,6.8,5.91,6.3,,
1850,8.45,8.75,8.73,7.7,,
1851,6.4,7.1,5.36,5.7,,
1852,9.8,9.8,9.73,9.2,,
1853,6.3,6.4,6.09,,,
1854,7.9,8.2,6.27,6.3,,
1855,6.55,5.45,5.17,,,
1856,5.4,4.38,,,,
1857,3.5,2.5,,,,
1858,5.2,6.05,5.73,,,
1859,8.6,8.7,7.73,7.5,,
1860,8.2,8.75,8.09,,,
1861,4.95,5.35,5.25,,,
1862,5.95,5.71,4.18,,,
1863,6.9,5.9,6.18,7.0,,
1864,6.75,6.45,6.09,6.2,,
1865,6.35,6.15,6.27,6.1,,
1866,8.95,7.55,7.45,6.9,,
1867,7.55,7.5,6.64,8.3,,
1868,7.35,6.95,5.55,6.8,,
1869,8.05,8.25,7.09,7.3,,
1870,7.2,6.45,7.36,6.1,,
1871,8.1,8.4,8.45,8.1,,
1872,8.0,8.5,7.91,6.7,,
1873,6.25,6.15,4.82,5.3,,
1874,6.05,5.38,5.55,,,
1875,7.0,6.65,5.73,4.3,,
1876,7.0,6.7,6.73,6.8,,
1877,5.4,5.65,3.33,,,
1878,9.15,9.55,9.55,9.0,,
1879,5.4,5.38,2.45,,,
1880,7.6,8.05,7.09,6.5,,
1881,8.8,8.7,8.09,6.2,,
1882,4.5,5.35,4.45,4.0,,
1883,8.4,8.95,8.64,7.4,,
1884,9.25,9.67,8.36,7.5,,
1885,5.5,5.4,,,,
1886,,,5.27,5.14,,
1887,5.3,6.18,5.14,5.42,,
1888,,6.0,4.36,7.22,7.0,7.9
1889,,,5.45,6.67,7.2,6.8
1890,,2.0,3.45,,,
1891,7.65,9.15,9.18,8.8,,
1892,6.7,5.95,6.64,,,
1893,6.45,6.95,6.82,7.3,,
1894,6.75,6.4,7.09,7.0,,
1895,7.8,8.5,,,,
1896,7.55,7.8,6.55,8.1,,
1897,7.2,7.1,5.64,4.8,,
1898,5.5,4.1,,,,
1899,5.05,5.0,4.46,,,
1900,5.45,5.5,4.73,6.3,,
1901,8.45,8.95,7.55,8.1,,
1902,6.0,,,,,
1903,9.55,9.6,9.27,8.6,,
1904,8.8,7.8,5.45,,,
1905,8.7,9.17,6.91,7.4,,
1906,9.4,9.45,8.64,8.3,,
1907,8.75,8.8,9.27,8.5,,
1908,8.75,9.15,9.0,9.5,,
1909,9.7,9.85,9.27,8.6,,
1910,8.15,8.55,6.64,6.9,,
1911,8.15,8.7,8.18,8.4,,
1912,5.2,5.9,,,,
1913,9.05,8.9,7.82,8.1,,
1914,8.6,8.3,7.82,7.2,,
1915,,1.0,2.27,,,
1916,,,,,4.68,7.6
1917,,,,,3.56,
1918,,,,,6.89,6.88
1919,,,,,5.0,
1920,,,,,0.5,4.62
1921,,,,,,0.88
1922,,,,,6.0,4.88
1923,,,,,5.0,5.0
1924,,,,,6.44,
1925,,,,,7.78,7.75
1926,,,,,,6.12
1927,,,,,5.89,5.0
2003,,2.14,1.0,,,
2004,,2.67,4.73,,,
2005,,5.0,3.73,,,
2006,,2.29,2.55,,,
2007,,,,1.22,,
2008,,,,6.11,6.2,5.7
2009,,,,2.0,,
2010,,,,6.0,6.6,
2011,,,,7.0,5.8,7.2
2012,,,1.14,2.78,,
2013,,,,5.11,6.5,5.7
2014,,,,7.89,,
2015,,,,3.67,,
2016,,,,3.56,,
2017,,,1.0,5.78,5.6,
2018,,1.0,,,,
2019,4.73,5.82,,,,
2020,4.5,6.27,,,,
2021,1.82,1.0,,,,
2022,5.9,5.55,5.18,,,
2023,4.7,4.75,,,,
2024,3.27,3.55,,,,
2025,6.9,7.36,7.18,,,
2026,5.5,5.73,6.36,,,
2027,3.55,3.55,,,,
2028,2.58,2.82,,,,
2029,6.6,5.91,6.91,,,
2030,5.09,3.73,,,,
2031,5.4,6.09,,,,
2032,6.5,5.64,5.18,,,
2033,1.83,1.0,,,,
2034,5.6,6.45,,,,
2035,2.08,3.45,,,,
2036,3.7,3.64,,,,
2038,4.8,6.33,,,,
2039,2.17,2.91,,,,
2040,6.1,3.91,4.82,,,
2041,4.0,4.45,,,,
2042,2.82,4.45,,,,
2043,3.58,4.18,,,,
2044,5.5,4.91,5.82,,,
2045,5.55,5.18,,,,
2046,6.3,6.09,5.18,,,
2047,2.58,3.82,,,,
2048,6.6,6.73,6.64,,,
2050,3.42,3.55,,,,
2051,7.0,7.27,6.64,,,
2052,5.6,6.18,5.45,,,
2053,7.9,7.64,6.91,,,
2054,5.9,6.73,5.64,,,
2055,7.09,6.36,,,,
2056,8.4,9.0,8.64,,,
2057,6.3,6.91,6.55,,,
2058,6.1,6.36,7.45,,,
2059,5.1,4.36,4.64,,,
2060,7.7,7.27,7.36,,,
2061,7.2,7.91,7.55,,,
2062,6.5,7.09,7.91,,,
2063,6.3,7.27,6.91,,,
2064,8.2,7.09,7.73,,,
2065,8.8,8.55,8.27,,,
2066,7.1,7.64,7.73,,,
2067,9.2,9.0,8.55,,,
2068,9.7,9.73,9.64,,,
2069,3.91,,,,,
2070,7.3,7.27,6.91,,,
2071,6.36,7.73,,,,
2072,6.0,7.82,6.45,,,
2073,8.1,9.09,8.73,,,
2074,8.5,7.55,7.55,,,
2075,5.2,6.09,,,,
2076,4.8,5.25,,,,
2077,5.8,5.55,5.45,,,
2078,7.1,6.18,5.82,,,
2079,8.4,9.55,9.55,,,
2080,8.1,8.18,7.91,,,
2081,7.2,7.36,8.0,,,
2082,5.55,4.73,,,,
2083,5.6,6.09,5.27,,,
2084,4.7,5.55,4.64,,,
2085,5.7,5.73,5.45,,,
2086,4.82,4.82,,,,
2087,5.2,5.82,5.82,,,
2088,3.27,2.45,,,,
2089,6.5,6.0,6.64,,,
2090,6.0,6.36,6.0,,,
2091,4.55,4.82,,,,
2092,4.5,4.82,,,,
2093,5.0,,5.09,,,
2094,8.6,8.0,8.09,,,
2095,9.8,9.91,9.91,,,
2096,7.8,6.64,5.36,,,
2097,9.1,9.18,8.64,,,
2098,7.1,7.36,7.27,,,
2099,6.1,6.25,,,,
2100,9.6,9.55,9.73,,,
2101,4.6,5.73,5.27,,,
2102,6.3,7.27,7.91,,,
2103,5.5,6.64,6.0,,,
2104,5.09,4.91,,,,
2105,6.0,5.64,,,,
2106,6.5,7.0,7.55,,,
2107,4.45,2.09,,,,
2108,8.1,9.55,9.82,,,
2109,8.6,8.55,9.64,,,
2110,6.4,7.91,8.09,,,
2111,4.2,5.73,5.09,,,
2112,8.5,8.27,8.55,,,
2113,6.4,,,,,
2114,6.7,7.73,7.45,,,
2115,4.9,6.09,6.0,,,
2116,5.4,6.64,5.91,,,
2117,5.3,7.55,6.45,,,
2118,5.4,5.18,5.55,,,
2119,7.9,9.27,9.45,,,
2120,8.5,9.18,9.09,,,
2121,6.9,6.73,6.45,,,
2122,8.8,8.82,7.36,,,
2123,6.9,7.18,6.64,,,
2124,9.5,9.82,9.82,,,
2125,3.8,5.36,,,,
2126,4.0,3.91,,,,
2127,4.7,6.09,5.64,,,
2128,5.0,6.18,,,,
2129,5.7,6.45,6.82,,,
2130,5.0,3.45,,,,
2131,6.3,7.82,6.82,,,
2132,7.9,9.27,9.09,,,
2133,9.3,9.09,9.0,,,
2134,5.6,6.36,5.73,,,
2135,6.1,8.18,8.91,,,
2136,4.7,7.09,7.36,,,
2137,5.5,8.0,8.55,,,
2138,7.4,6.91,7.27,,,
2139,6.0,6.91,7.36,,,
2140,4.7,5.64,6.55,,,
2141,7.0,7.64,6.64,,,
2142,5.9,6.73,,,,
2143,6.4,5.27,5.27,,,
2144,5.7,6.36,6.09,,,
2145,9.1,9.09,9.45,,,
2146,7.4,9.09,9.73,,,
2147,6.3,6.27,7.36,,,
2148,6.7,6.45,6.09,,,
2149,5.3,6.82,6.27,,,
2150,6.8,7.91,8.64,,,
2151,4.6,5.27,,,,
2152,6.5,6.18,6.91,,,
2153,5.45,5.0,,,,
2154,7.0,8.45,8.36,,,
2155,6.7,6.82,6.73,,,
2156,3.36,4.18,,,,
2157,6.9,8.27,8.55,,,
2158,6.6,6.73,6.55,,,
2159,9.1,8.0,8.27,,,
2160,5.9,6.45,5.73,,,
2161,6.1,7.09,6.64,,,
2162,4.4,5.18,4.64,,,
2163,6.2,6.27,6.09,,,
2164,5.1,6.27,5.73,,,
2165,8.0,9.36,9.0,,,
2166,9.4,9.55,9.45,,,
2167,7.5,9.0,6.55,,,
2168,6.3,6.27,6.64,,,
2169,5.0,4.91,,,,
2170,9.0,,,,,
2171,3.73,,,,,
2172,4.9,7.0,,,,
2173,7.2,7.91,7.91,,,
2174,7.8,8.0,8.55,,,
2175,5.4,6.0,,,,
2176,7.8,7.09,7.18,,,
2177,6.5,7.55,5.27,,,
2178,4.9,6.0,6.36,,,
2179,6.0,5.91,,,,
2180,6.5,6.82,6.55,,,
2181,6.0,6.36,5.64,,,
2182,5.0,6.18,,,,
2183,7.0,7.36,7.27,,,
2184,5.8,7.0,,,,
2185,6.5,6.64,6.45,,,
2186,7.5,7.27,,,,
2187,7.7,,,,,
2188,,,,,5.3,7.2
2189,,,,,2.9,
2190,,,,,3.9,
2253,5.6,7.55,,,,
2254,6.4,6.64,,,,
2255,2.4,2.64,,,,
2256,5.2,,,,,
2257,6.6,5.73,,,,
2258,4.9,3.64,,,,
2259,5.0,,,,,
2260,3.9,4.45,,,,
2261,6.3,5.64,,,,
2262,4.8,5.55,,,,
2263,3.6,,,,,
2265,5.5,5.55,,,,
2266,6.6,7.09,,,,
2267,5.7,,,,,
2268,5.7,7.45,,,,
2269,3.9,5.64,,,,
2270,5.5,5.91,,,,
2271,4.3,6.0,,,,
2272,4.9,,,,,
2273,5.5,5.91,,,,
2274,,1.36,,,,
2275,4.8,6.09,,,,
2276,2.9,,,,,
2277,4.6,5.36,,,,
2278,4.0,,,,,
2279,5.7,6.82,,,,
2280,7.4,6.45,,,,
2281,6.9,8.73,,,,
2282,4.6,,,,,
2283,3.8,,,,,
2284,6.5,5.55,,,,
2285,6.7,7.0,,,,
2286,4.7,5.0,,,,
2287,5.9,,,,,
2288,3.18,,,,,
2289,4.4,5.27,,,,
2290,4.3,,,,,
2291,5.18,,,,,
2292,6.09,,,,,
2293,3.64,,,,,
2294,1.0,,,,,
2295,4.55,,,,,
2296,,6.55,,,,
2297,,1.45,1.18,,,
2298,,6.0,5.45,,,
2299,,5.36,6.91,,,
2300,2.17,2.0,,,,
2301,0.0,1.0,,,,
2302,6.0,6.36,5.73,,,
2303,6.4,5.0,1.0,,,
2304,2.67,5.27,,,,
2305,7.7,7.2,5.45,7.6,,
2306,,,4.85,,,
2307,,,4.64,3.6,,
2308,,,,2.5,,
2309,,,,3.31,,
2310,,,,4.87,,
2311,,,1.0,5.1,,
2312,,,3.0,6.3,,
2313,,,,3.5,,
2314,,,3.0,5.9,4.6,
2315,,,,4.0,,
2318,5.6,6.91,,,,
2319,9.0,9.45,,,,
2320,7.8,6.55,,,,
2321,9.0,9.18,,,,
2322,7.4,7.09,,,,
2323,5.25,,,,,
2324,5.9,6.18,,,,
2325,8.5,8.55,,,,
2326,8.6,8.73,,,,
2327,6.2,,,,,
2328,6.4,6.18,,,,
2329,5.1,4.55,,,,
2330,6.1,5.82,,,,
2331,5.9,5.0,,,,
2332,7.0,6.45,,,,
2333,6.3,5.36,,,,
2334,7.4,8.09,,,,
2335,8.2,8.18,,,,
2336,7.3,8.09,,,,
2337,6.8,5.91,,,,
2338,7.6,8.18,,,,
2339,5.9,6.0,,,,
2340,7.4,8.09,,,,
2341,6.2,5.36,,,,
2342,6.0,6.27,,,,
2343,8.0,7.91,,,,
2344,4.0,,,,,
2345,9.0,9.0,,,,
2346,7.7,6.91,,,,
2347,6.0,5.36,,,,
2348,6.3,7.09,,,,
2349,8.0,8.91,,,,
2350,7.6,8.09,,,,
2351,6.2,6.18,,,,
2352,7.8,7.73,,,,
2353,8.3,8.36,,,,
2354,5.9,7.09,,,,
2355,9.2,9.27,,,,
2356,6.2,5.73,,,,
2357,5.5,5.64,,,,
2358,6.08,,,,,
2359,7.1,6.0,,,,
2360,5.3,6.09,,,,
2361,7.7,9.0,,,,
2362,6.7,6.45,,,,
2363,6.2,6.82,,,,
2364,8.4,7.73,,,,
2365,6.36,,,,,
2366,6.2,5.18,,,,
2367,8.0,7.18,,,,
2368,7.0,5.36,,,,
2369,9.3,9.55,,,,
2370,9.1,8.73,,,,
2371,8.0,7.91,,,,
2372,8.2,8.45,,,,
2373,6.2,6.82,,,,
2374,5.7,5.27,,,,
2375,4.2,,,,,
2376,7.9,9.09,,,,
2377,7.8,7.0,,,,
2378,6.0,5.91,,,,
2379,5.5,,,,,
2380,5.8,6.64,,,,
2381,8.9,9.27,,,,
2382,9.9,9.91,,,,
2383,5.7,5.18,,,,
2384,7.4,6.73,,,,
2385,6.7,6.18,,,,
2386,6.5,7.09,,,,
2387,6.6,6.45,,,,
2388,8.7,8.55,,,,
2389,6.2,5.0,,,,
2390,6.6,6.55,,,,
2391,8.3,8.27,,,,
2392,5.4,6.55,,,,
2393,8.1,7.91,,,,
2394,8.1,8.36,,,,
2395,8.1,7.91,,,,
2396,5.3,6.73,,,,
2397,7.4,8.18,,,,
2398,7.2,6.27,,,,
2399,8.6,8.64,,,,
2400,9.5,9.09,,,,
2401,6.5,6.73,,,,
2402,7.9,8.55,,,,
2403,9.0,8.91,,,,
2404,6.3,5.0,,,,
2405,6.9,6.0,,,,
2406,6.9,6.73,,,,
2407,8.4,8.09,,,,
2408,5.8,6.09,,,,
2409,9.6,9.55,,,,
2410,9.4,9.27,,,,
2411,5.6,6.0,,,,
2412,6.7,5.45,,,,
2413,5.5,4.09,,,,
2414,6.1,6.64,,,,
2415,7.9,7.82,,,,
2416,5.2,5.55,,,,
2417,9.1,9.36,,,,
2418,7.0,7.45,,,,
2419,9.3,9.36,,,,
2420,8.9,9.0,,,,
2421,6.9,7.0,,,,
2422,6.1,6.18,,,,
2423,7.8,7.36,,,,
2424,9.0,9.36,,,,
2425,9.5,9.82,,,,
2426,5.8,5.64,,,,
2427,9.0,8.73,,,,
2428,7.8,7.73,,,,
2429,8.7,8.55,,,,
2430,6.6,7.09,,,,
2431,6.3,5.55,,,,
2432,7.9,7.0,,,,
2433,5.2,3.27,,,,
2434,6.4,5.27,,,,
2435,7.1,6.45,,,,
2436,6.3,5.64,,,,
2437,8.6,8.27,,,,
2438,5.2,4.55,,,,
2439,6.8,7.18,,,,
2440,6.1,5.36,,,,
2441,5.5,5.64,,,,
2442,7.7,9.45,,,,
2443,7.3,7.0,,,,
2444,5.8,4.73,,,,
2445,7.4,,,,,
2446,6.8,6.45,,,,
2447,5.6,5.91,,,,
2448,7.4,8.64,,,,
2449,,6.64,4.73,,,
2450,1.0,6.27,,,,
2451,9.2,6.9,2.82,,,
2452,,,,,1.9,
2453,,,,,,2.9
2454,,,,,7.27,7.45
2455,,,,,7.55,6.55
2456,,,,,7.6,7.4
2457,,,,,5.0,6.3
2521,6.1,,,,,
2522,4.9,,,,,
2523,4.7,,,,,
2524,6.3,,,,,
2525,5.0,,,,,
2526,3.3,,,,,
2527,6.8,,,,,
2528,1.1,,,,,
2529,6.6,,,,,
2530,7.5,,,,,
2531,6.5,,,,,
2532,4.8,,,,,
2533,3.7,,,,,
2534,6.6,,,,,
2535,8.6,,,,,
2536,5.6,,,,,
2537,1.0,,,,,
2538,1.0,,,,,
2539,6.2,,,,,
2540,4.9,,,,,
2541,5.1,,,,,
2542,4.4,,,,,
2543,5.9,,,,,
2544,5.6,,,,,
2545,2.4,,,,,
2546,3.6,,,,,
2547,5.5,,,,,
2548,6.3,,,,,
2549,5.8,,,,,
2550,6.1,,,,,
2551,5.3,,,,,
2552,6.5,,,,,
2553,6.1,,,,,
2554,4.6,,,,,
2555,4.4,,,,,
2556,,3.0,,,,
2557,,3.09,,,,
2558,6.0,4.18,,,,
2559,3.5,5.91,,,,
2560,,4.09,,,,
2561,,1.45,,,,
2562,,,2.27,,,
2563,,,1.55,,,
2564,,5.0,5.64,,,
2565,,,,1.1,,
2566,,,,1.0,,
2568,5.1,,,,,
2569,8.2,,,,,
2570,6.6,,,,,
2571,5.5,,,,,
2572,6.4,,,,,
2573,5.2,,,,,
2574,6.3,,,,,
2575,7.7,,,,,
2576,7.0,,,,,
2577,6.8,,,,,
2578,7.0,,,,,
2579,5.8,,,,,
2580,8.4,,,,,
2581,6.2,,,,,
2582,5.2,,,,,
2583,9.2,,,,,
2584,8.2,,,,,
2585,5.8,,,,,
2586,7.6,,,,,
2587,7.4,,,,,
2588,6.8,,,,,
2589,7.3,,,,,
2590,6.6,,,,,
2591,7.8,,,,,
2592,5.4,,,,,
2593,9.9,,,,,
2594,8.1,,,,,
2595,7.0,,,,,
2596,6.4,,,,,
2597,6.1,,,,,
2598,6.4,,,,,
2599,4.9,,,,,
2600,7.5,,,,,
2601,9.3,,,,,
2602,6.4,,,,,
2603,5.3,,,,,
2604,7.5,,,,,
2605,6.5,,,,,
2606,6.3,,,,,
2607,8.7,,,,,
2608,5.6,,,,,
2609,5.5,,,,,
2610,6.6,,,,,
2611,9.8,,,,,
2612,6.2,,,,,
2613,8.0,,,,,
2614,9.0,,,,,
2615,6.9,,,,,
2616,5.8,,,,,
2617,6.6,,,,,
2618,5.9,,,,,
2619,3.6,,,,,
2620,9.0,,,,,
2621,8.0,,,,,
2622,6.9,,,,,
2623,6.2,,,,,
2624,8.0,,,,,
2625,6.9,,,,,
2626,8.0,,,,,
2627,5.4,,,,,
2628,7.9,,,,,
2629,7.3,,,,,
2630,7.6,,,,,
2631,7.1,,,,,
2632,8.0,,,,,
2633,5.4,,,,,
2634,5.8,,,,,
2635,7.9,,,,,
2636,6.2,,,,,
2637,8.8,,,,,
2638,7.5,,,,,
2639,5.4,,,,,
2640,5.3,,,,,
2641,4.2,,,,,
2642,9.0,,,,,
2643,9.6,,,,,
2644,9.1,,,,,
2645,9.0,,,,,
2646,7.2,,,,,
2647,8.0,,,,,
2648,6.2,,,,,
2649,8.9,,,,,
2650,7.5,,,,,
2651,9.5,,,,,
2652,8.3,,,,,
2653,5.7,,,,,
2654,8.5,,,,,
2655,8.5,,,,,
2656,8.2,,,,,
2657,5.7,,,,,
2658,6.9,,,,,
2659,8.0,,,,,
2660,8.8,,,,,
2661,4.8,,,,,
2662,5.3,,,,,
2663,6.4,,,,,
2664,5.9,,,,,
2665,9.4,,,,,
2666,8.5,,,,,
2667,6.4,,,,,
2668,5.4,,,,,
2669,6.1,,,,,
2670,4.7,,,,,
2671,6.1,,,,,
2672,7.1,,,,,
2673,5.6,,,,,
2674,8.0,,,,,
2675,7.0,,,,,
2676,6.8,,,,,
2677,7.2,,,,,
2678,5.7,,,,,
2679,8.5,,,,,
2680,7.2,,,,,
2681,8.9,,,,,
2682,6.3,,,,,
2683,,,7.27,,,
2684,,,6.45,,,
2685,,,,,5.11,
2686,,,,,8.3,
2687,,,,,5.67,
2688,,,,,4.56,
2689,,,,,5.67,
2690,,,,,6.8,
2691,,,,,7.6,
2692,,,,,6.2,
